Names,Redshift,Re,Re_err,Rgas,Rgas_err,Mstar,Mstar_err,Mbar,Mbar_err,Mstar_Re,Mstar_Re_err,Mstar_Ropt,Mstar_Ropt_err,Mstar_Rout,Mstar_Rout_err,Mbar_Re,Mbar_Re_err,Mbar_Ropt,Mbar_Ropt_err,Mbar_Rout,Mbar_Rout_err,VRe,VRe_err,VRopt,VRopt_err,VRout,VRout_err,PSF,FILE_1,ID_1_1
GS4_10784_H,1.38137,2.8446015937563742,0.0605234381650292,3.3146040820405647,1.3879891362231493,12022644346.174131,1202264434.6174133,70750246380.15364,59945602155.0878,3891597263.4197664,3433180228.16623,6123539777.18436,5479757336.740281,7196995779.730369,6466223966.551745,7928573821.486106,4701720861.091506,16753441142.058544,9609480560.295639,25845169357.695545,15434214094.46168,173.82738018558786,29.81026078090288,188.27463886210288,45.59978688823084,188.27463886210288,45.59978688823084,3.9020325205539566,GS4_10784_H.fits,GS4_10784
GS4_15836_H,1.57824,3.119716718529021,0.034760074858262,2.533611711412694,1.055288634094938,37153522909.71728,3715352290.971728,89399952346.56262,64109856133.84378,12026185248.328497,10711914351.543041,18923547004.248123,16980578956.153605,22240843185.920353,19998930393.84582,20574399145.925014,13768720672.883457,37701437952.325905,25189450607.059093,50133448215.60281,35254445440.56374,442.9441594229541,94.18107156689136,436.6874350640769,70.52913315864528,436.6874350640769,70.52913315864528,3.292995691697457,GS4_15836_H.fits,GS4_15836
GS4_16776_H,1.61291,1.9725890611652672,0.0260694589581312,3.450669608289421,1.432189377975127,11748975549.395304,1174897554.9395304,85490028219.48328,74671154238.78873,3803013694.783572,3380800341.7105384,5984150994.26801,5366732602.7494545,7033172155.014406,6323160862.072882,6532707151.407832,3915837702.808781,13781876438.037178,6491074770.595472,21895562719.15751,8330441370.477123,198.48055779831304,50.67349973934426,218.3404124037692,34.253531875654424,244.3647694934856,51.93440910452748,3.3885082753779034,GS4_16776_H.fits,GS4_16776
GS4_16814_H,1.61539,5.031352287356985,0.0260691828360465,4.329888120202224,1.8008901809822895,154881661891.24796,15488166189.124794,232427705465.9326,173210040310.25955,50133484299.707344,44904179888.48107,78886473727.32814,70899991069.68314,92715265867.7501,83409279845.21622,66917518948.76067,51181552532.52998,114124094312.89606,82894285787.00858,142540333570.14114,101829200183.84111,198.4548957521025,30.081718819228687,193.05753243627333,38.07104416540932,193.05753243627333,38.07104416540932,3.540890207344084,GS4_16814_H.fits,GS4_16814
GS4_17069_YJ,0.979,1.965587826470044,0.0081899492769585,2.962848537423132,1.2293904263967832,15848931924.611109,1584893192.4611108,48338045609.37149,36148736508.65604,5130124316.2507715,4599347740.248932,8072397575.091467,7257110902.139491,9487488183.991566,8535905130.12541,7200203194.76357,5225057726.020121,13585921761.466476,8463330040.774998,19255324844.83239,10425213924.037323,133.5651203062777,24.30561966773069,139.9826465040168,16.882399332060036,139.9826465040168,16.882399332060036,4.170485970812815,GS4_17069_YJ.fits,GS4_17069
GS4_20651_H,1.30673,1.4973129248721262,0.0172104933893347,8.312456378360151,4.59194468658397,15488166189.124796,1548816618.9124796,113944675586.33144,99667284173.81598,5013348429.970734,4463991504.67613,7888647372.732813,7078012859.752964,9271526586.775011,8336705519.966487,5423619213.706119,5015832296.872005,9248901425.458654,7906019046.76843,12322482016.233845,9344743945.659054,247.84402192651663,32.2095389538259,262.95192763611834,26.526012179086027,234.1505331065233,43.76452422623317,3.2608721824772613,GS4_20651_H.fits,GS4_20651
GS4_27230_H,1.42316,2.3129439097589315,0.0346508450900214,8.586793274146308,5.533491106809199,10964781961.43183,1096478196.143183,68004834753.29685,58084370238.13282,3549178886.646615,3149891845.859092,5584734652.0191965,5006140090.018209,6563738161.912819,5900276333.225403,4044601990.3793807,3560930894.925394,7175240069.491949,5665690641.260376,10003185155.603535,6894335573.740877,143.38516084750125,21.65895311631425,123.83268775440204,10.26347602455528,123.83268775440204,10.26347602455528,4.030759555096743,GS4_27230_H.fits,GS4_27230
GS4_29868_K,2.22394,5.840959342988713,0.7184971695427507,3.9054366298242473,1.6449334767267545,19054607179.63244,1905460717.9632444,72621532189.54265,56855021851.965225,6167766010.594274,4892141714.145158,9705156506.624315,8432103977.249376,11406469617.466002,10159063381.572872,18293364654.513725,8029107174.500682,34013696403.619774,14079514097.326681,44915816802.56163,17255637501.763462,183.81352110904396,43.47733931466204,183.81352110904396,43.47733931466204,183.81352110904396,43.47733931466204,2.7055222241829195,GS4_29868_K.fits,GS4_29868
GS4_33234_YJ,1.03943,2.399388838725021,0.0249071505750002,6.138923567621795,2.6259703808895782,14125375446.227554,1412537544.6227555,43442070102.34288,32542200556.458824,4572228109.601251,4075468566.50658,7194531911.788858,6457157663.174311,8455732744.5153265,7603846873.344551,5252632480.872266,4581415412.354776,9233141955.092932,7245387955.467023,12539159574.85131,8621103062.654606,122.47649823423546,19.179467608561428,124.00440006139571,15.414117805932497,124.00440006139571,15.414117805932497,3.3353995573335298,GS4_33234_YJ.fits,GS4_33234
GS4_33496_H,1.61228,4.579546425951514,0.1042780969856132,9.737758331034719,4.1636713736335516,16982436524.61746,1698243652.461746,67833586784.96622,53611963526.00069,5497027243.131591,4842568640.751971,8649729841.26377,7737211893.553987,10166026747.360666,9132673637.334297,6952385260.196814,5559705429.582,12920271915.220745,9018869948.716988,18536206199.71557,11415138146.207167,88.5841829932364,14.53497748087665,89.0647958828032,14.961742266175884,89.0647958828032,14.961742266175884,3.9502281106433372,GS4_33496_H.fits,GS4_33496
GS4_35937_K,2.32913,5.299187950538025,0.2012349854634693,6.5242060145162135,2.7805730579546974,48977881936.84457,4897788193.684457,72902038702.06905,54508698351.24043,15853599742.736671,13761505335.794147,24946093355.738956,22221119542.197514,29319141401.01581,26306049949.474926,18818872169.213905,15954178779.328243,32103912627.616867,25459743479.07318,40777614252.03856,30806649385.11719,100.17453628056722,16.814503732384335,100.17453628056722,16.814503732384335,100.17453628056722,16.814503732384335,3.2666307494463753,GS4_35937_K.fits,GS4_35937
GS4_42235_K,2.43251,3.1425729173368984,0.091450534631497,8.057772073140656,5.1941937672263325,13803842646.028866,1380384264.602887,52904153293.08573,41465411664.33384,4468151491.402768,3912257041.866573,7030764371.554443,6278147338.688524,8263256768.395212,7419475963.601997,5502659529.52427,4499835280.576351,10102263137.780434,7204376154.697961,14351220358.862675,8798717998.936459,310.3715158659987,58.57912316140392,331.93166230183124,60.207911747217,331.93166230183124,60.207911747217,2.5875513089733766,GS4_42235_K.fits,GS4_42235
GS4_43501_H,1.61351,5.083532014794383,0.052138789895327,5.853147306642495,2.433554018019623,39810717055.34969,3981071705.534969,86765730999.19928,61560267437.10767,12886289661.947683,11487569563.158438,20276945938.623108,18199350302.2611,23831492838.475895,21430766209.943195,17599150768.954327,13436802588.006765,31876242013.2159,22808098012.81606,42871481771.41433,30470221389.75603,246.6722760205517,26.32127135981376,262.4088742688475,21.040211903044373,262.4088742688475,21.040211903044373,4.016598577569676,GS4_43501_H.fits,GS4_43501
GS4_43891_YJ,1.01817,6.529383668875305,0.0578552983318064,8.683987147216845,3.7438501215375695,20417379446.69532,2041737944.669532,54562013279.63252,39783481535.12582,6608880350.54012,5899239624.427418,10399262557.200354,9337241340.656458,12222252399.721073,10992244494.940071,9175826282.559023,6693779671.938483,17046972758.720514,10739879628.771605,23685606132.967087,13028218470.529879,340.0023255293202,71.08264382513623,340.0023255293202,71.08264382513623,340.0023255293202,71.08264382513623,2.6209276648570228,GS4_43891_YJ.fits,GS4_43891
U4_06203_YJ,0.80251,4.7941382694023424,0.0541273675577683,7.794448696151969,3.2559956317904675,38904514499.42805,3890451449.942804,75821231198.08765,53632128619.37608,12592961897.673355,11215188964.902172,19815386298.53127,17780139927.11544,23289021832.700504,20941201140.726303,14213911890.39861,12601713514.004873,24349255579.59446,19866050815.687096,31743994330.318504,23460679873.87955,191.3691228163384,17.277097299277056,199.24925159918536,16.93339293953009,199.24925159918536,16.93339293953009,3.563591230381877,U4_06203_YJ.fits,U4_06203
U4_07799_YJ,0.80905,5.435157077073637,0.0930412053136713,19.733844490614324,9.016977821646734,15848931924.611109,1584893192.4611108,42461787211.524345,30974710808.5474,5130124316.2507715,4543771036.526287,8072397575.091467,7231890827.455883,9487488183.991566,8527020120.739159,5381817717.262635,5130638344.383343,8876258015.98345,8075996749.801067,11215745460.920761,9502560887.743141,206.8718886037473,33.85203113163676,206.60761250636287,33.85110029840597,206.60761250636287,33.85110029840597,3.3760776691443275,U4_07799_YJ.fits,U4_07799
U4_10403_H,1.42696,2.1140161359460845,0.0346560022286243,8.586467343872874,4.74527324352354,18197008586.099827,1819700858.6099825,87103391976.28494,71268652249.06229,5890170812.4325485,5220535351.219791,9268352510.003933,8304951997.766175,10893093917.35881,9790903504.789568,6457532895.703076,5898005489.871988,11093102438.023876,9322248141.312828,14846826283.384447,11114176024.65374,135.80713120546764,24.0523221287615,144.47234745963422,21.99410783725137,141.161574143328,22.401008988070487,3.607689831999793,U4_10403_H.fits,U4_10403
U4_18696_YJ,0.91193,2.548909325077399,0.0482443405377425,3.2342063981089706,1.3419004328232211,9120108393.559114,912010839.3559114,34829024696.13459,27278650160.209515,2952078415.075179,2610175507.7631726,4645179954.771267,4159477322.0614395,5459479606.083141,4906068559.365006,4966256654.861149,3090247864.724436,9819915223.339626,5166702194.06736,14318337598.168583,6594191983.995636,122.45773183146258,22.235445077290848,144.11165303655974,19.7015569007157,144.11165303655974,19.7015569007157,3.7056477967040067,U4_18696_YJ.fits,U4_18696
U4_19575_YJ,0.89593,3.3123918701810418,0.032003786185324,3.1412067091803033,1.3028033211490486,18197008586.099827,1819700858.6099825,49061636196.246735,35829545894.35419,5890170812.4325485,5253760215.217846,9268352510.003933,8320036505.868662,10893093917.35881,9796218122.000986,9504887740.827066,6031218107.942363,17850195648.739014,9764564432.393105,24551738589.08199,11955700329.237131,164.75064742673018,23.547091697776885,136.40516496475803,34.21594169219507,136.40516496475803,34.21594169219507,3.512815581166634,U4_19575_YJ.fits,U4_19575
U4_19708_H,1.66472,6.853139566126949,0.1042302595608661,5.382408406770854,2.2425590736466994,181970085860.99823,18197008586.099827,243625758728.97723,192131554267.0238,58901708124.32548,52263929202.90741,92683525100.0393,83076129533.80325,108930939173.58807,97918410949.52744,74741085416.36722,59901132703.585724,124399054732.0542,96723030180.51837,152016145999.6563,118201336422.15288,437.1085926356751,156.13777482092772,437.1085926356751,156.13777482092772,437.1085926356751,156.13777482092772,3.4772083175001294,U4_19708_H.fits,U4_19708
U4_20987_YJ,0.9114,2.7012494103176525,0.0482365966128152,5.539862598644694,2.321211145260807,5370317963.702533,537031796.3702533,26853668814.12338,22144405135.237755,1738312644.8292005,1538550593.474859,2735284744.3520203,2449993301.8842154,3214779927.585285,2889158050.2927394,2475495807.1864266,1775007511.181679,4859532070.170344,2915268855.8950963,7296821232.520273,3714425305.945959,104.1242607664376,21.929339558338693,122.2289493871614,20.54666701366166,122.2289493871614,20.54666701366166,4.488334920494768,U4_20987_YJ.fits,U4_20987
U4_21424_H,1.65632,6.245795903637657,0.1389885041143289,4.482955467005597,1.8839375565245327,18197008586.099827,1819700858.6099825,43393031705.64472,31080069216.83463,5890170812.4325485,5191477054.312671,9268352510.003933,8291741644.777184,10893093917.35881,9786248347.713537,10180294564.365156,8646347541.517517,18572452327.06017,18291175292.678555,24578833990.093613,27741353172.319866,347.764446979478,43.01881687894272,347.764446979478,43.01881687894272,347.764446979478,43.01881687894272,3.390885161314269,U4_21424_H.fits,U4_21424
U4_21533_YJ,0.92165,5.870644144040504,0.0645125730114341,9.813826507695902,5.41941941820219,128824955169.31323,12882495516.931324,189722877589.7852,142493599959.80655,41699215959.64112,37147494397.43334,65614910876.43422,58880348069.66767,77117199176.94658,69344515145.91826,44784067903.53319,41711579182.74653,74095070317.67944,65678129517.940674,92634875864.4503,77309620255.3425,267.7683168467307,22.01965365763292,280.09410570223554,20.996169895459865,280.09410570223554,20.996169895459865,4.000344011722765,U4_21533_YJ.fits,U4_21533
U4_22575_H,1.65091,1.633216446794454,0.0608112506785169,8.927993142499506,4.931822496704368,14125375446.227554,1412537544.6227555,58190270613.35847,46273547709.10834,4572228109.601251,3971751529.972994,7194531911.788858,6409959955.906181,8455732744.515327,7587212757.411446,4784633070.841469,4573869797.922064,7894540444.783285,7206966742.399433,10014944560.794838,8511052256.428905,101.81482601599504,20.51229212100201,102.31496264243364,17.45450748838096,101.07812025410522,16.95703686290436,4.231159948995951,U4_22575_H.fits,U4_22575
U4_25158_H,1.65609,2.675536055477279,0.0955548591241885,0.4310662920376637,0.17847779970265826,7413102413.009162,741310241.3009162,79867609421.22487,72832751377.312,2399539421.882445,2087514455.5510163,3775744020.311842,3365413749.353019,4437631626.199916,3982326131.465063,49550332927.60639,6483795435.394337,59099935739.50046,7205664044.0903225,60669079300.61711,7574877956.719402,194.1863393382113,49.15488469423391,219.3952946866118,27.38288885840712,219.3952946866118,27.38288885840712,3.4955704828703147,U4_25158_H.fits,U4_25158
U4_25264_H,1.52522,2.2062849116847927,0.0608031274873761,3.461790025373807,1.437329409671896,6918309709.189363,691830970.9189363,46953619752.97788,40628672874.39423,2239380485.4037204,1963699115.9543898,3523729345.664553,3147859997.7973523,4141438800.5038233,3719016384.550569,3818751690.5259957,2498647868.578,8020041750.364973,4862854081.512292,12676813229.628128,7832914918.528477,96.78896977912952,21.014547839076943,92.29240588222376,13.874165765501113,92.29240588222376,13.874165765501113,4.248922548817846,U4_25264_H.fits,U4_25264
U4_26875_H,1.36434,2.0904456658987787,0.0431910261549334,9.03341629055971,6.483092793352758,151356124843.62073,15135612484.362072,219822446909.52335,166121382684.19757,48992306873.87779,43246594789.9669,77090798356.29776,68997616369.35973,90604808756.7793,81409010048.1893,49887816303.415016,48997217081.14536,79921556938.8589,77126664720.3503,96612790984.2178,90761484892.73965,740.8516355524006,225.84215807314573,703.7048452847923,112.93198995954285,703.7048452847923,112.93198995954285,3.9089606311260963,U4_26875_H.fits,U4_26875
U4_28358_H,1.41965,3.8457014748662535,0.0779534082743159,7.963176807488648,4.398142578350496,91201083935.59116,9120108393.559116,145297820001.39902,106038175031.44997,29520784150.751797,26068373650.2397,46451799547.71268,41579596634.47668,54594796060.83142,49055337519.47857,31895004943.629177,29604850694.59798,53158728444.813,46979123917.47035,67190443804.92011,56519096779.108574,392.405219609848,63.296721520224,399.6611108433797,63.63904040970776,399.6611108433797,63.63904040970776,3.647266743359078,U4_28358_H.fits,U4_28358
U4_28931_H,1.59989,2.963335973116328,0.0695210785481836,4.936573141197996,2.0551747844116512,8128305161.640995,812830516.1640995,49704648543.01883,42363447378.21747,2631042656.88013,2316266283.35773,4140020992.4899554,3702565048.6776314,4865766320.643644,4370926646.205811,4181423596.4489126,2788921117.666426,8573964545.912832,4990806427.916163,13325770781.571617,7372568289.220277,139.15342927477272,16.79425550037372,133.95194005127047,19.82737923811693,176.89203601079765,37.581817811034135,3.310419957768135,U4_28931_H.fits,U4_28931
U4_30029_H,1.35689,1.182921493599152,0.0259033903707843,8.123393687478233,5.235513342242994,5754399373.371567,575439937.3371567,59949523548.67971,54499766940.10102,1862635557.4731283,1642247543.125957,2930910408.8950963,2622332920.751215,3444698754.4979825,3094772960.562072,1989811536.7487698,1863971924.0514085,3361032982.323285,2941153119.0828834,4431770683.49771,3491815943.8026094,142.5317497052498,21.12657000162134,160.3372279838568,18.064110911859128,158.64810511080347,16.85625610363326,3.289212509282197,U4_30029_H.fits,U4_30029
U4_31577_H,1.51753,4.498911517648777,0.0607961015898483,3.7299932054652367,1.5474543166111352,117489755493.95303,11748975549.395302,210245314163.76865,149691136378.13855,38030136947.835724,33798515585.710503,59841509942.6801,53663018134.97984,70331721550.14406,63230090837.37495,57162833901.544624,39789774372.11458,100056856803.92146,65909234468.381454,127478925724.12248,82964055793.4511,448.13900518007705,30.4393541243607,389.4499017353312,43.94577666735227,389.4499017353312,43.94577666735227,4.331027425687095,U4_31577_H.fits,U4_31577
U4_32491_YJ,0.80248,6.162710182772435,0.1005209941982956,7.881801828785225,3.2780142227774487,4677351412.871982,467735141.2871982,23675214877.548817,19565184191.87508,1514007021.6064882,1341988845.793747,2382333420.4929333,2134748900.4560895,2799956266.648426,2516666459.3227873,2793993035.848544,1595299864.2001584,5751206752.14859,2700939965.6242943,8710543446.351597,3524836237.2773175,195.48197151075965,27.772135327864397,205.5324814216104,26.980215955820505,205.5324814216104,26.980215955820505,3.068210038298748,U4_32491_YJ.fits,U4_32491
U4_33182_YJ,0.91151,3.1194039067968298,0.0562779055349943,4.248531650138114,1.7775613205532395,41686938347.03346,4168693834.703346,77560220092.57297,54997210583.30346,13493601783.478582,11940865375.930819,21232568959.616978,19017052838.676968,24954636493.83865,22426671473.47695,15416721378.071459,13515009149.488956,26484093190.099255,21340796963.82415,34510481087.79174,25275751446.80643,131.1239918966663,16.45726532726676,139.35041233635624,23.426602724902864,139.35041233635624,23.426602724902864,2.9270942638829633,U4_33182_YJ.fits,U4_33182
U4_34173_YJ,0.89611,3.8486750810048544,0.0480084209688755,5.710407983519117,2.3851652618344357,19054607179.63244,1905460717.9632444,50706246739.66032,36944611807.51561,6167766010.594274,5486849661.41193,9705156506.624315,8705561526.777624,11406469617.466002,10255579313.332012,8009211194.888054,6204377706.111059,14663013238.768398,9871364839.579994,20296160757.426884,11852001223.352962,143.59195646693846,19.184309313285112,162.9975934659474,37.816480438111824,162.9975934659474,37.816480438111824,3.5130162043974673,U4_34173_YJ.fits,U4_34173
U4_34545_YJ,1.01004,2.7637971570149915,0.0577509853704624,3.2925804223818496,1.36762732522795,3388441561.3920207,338844156.13920206,20752787907.255028,17691864238.515247,1096801130.257771,967954007.6758417,1725847998.6935306,1544565699.214637,2028389006.1974344,1822485996.7546551,2440040007.4932632,1230049643.3869827,5180925411.945742,2197564882.805177,7956005659.531982,2992789210.883164,176.85244256630182,26.89820197675782,202.62491301869548,44.32287505601464,202.62491301869548,44.32287505601464,3.325631743261919,U4_34545_YJ.fits,U4_34545
U4_36227_YJ,0.78827,3.1741736807513545,0.0307426022348799,9.699430490681182,5.355406811326238,6025595860.743568,602559586.0743568,28399829370.09239,23171407609.549267,1950418866.8448126,1739645374.1255698,3069039960.933587,2755005715.989837,3607042405.270211,3243826597.377871,2327949275.8571577,1959490056.861045,4230374782.4733977,3121204715.4739575,6000862449.984466,3782218992.216196,107.43776267999662,19.552139059264142,118.12397714801853,14.076572238607252,118.12397714801853,14.076572238607252,3.904079914312991,U4_36227_YJ.fits,U4_36227
U4_39208_H,1.5268,2.571160456418722,0.0868635289330649,2.334903594474171,0.970055774374389,5370317963.702533,537031796.3702533,40779628248.18025,35814236971.540886,1738312644.8292005,1515128459.4383514,2735284744.3520203,2439330335.578596,3214779927.5852857,2885399835.546814,5094005545.066107,3200610134.8272357,11136705197.329855,7757648634.5064335,17210743865.083138,13086402648.825258,144.0701220441846,14.74168070731659,134.55447782176614,13.88839046097132,134.55447782176614,13.88839046097132,3.4953884042665324,U4_39208_H.fits,U4_39208
