Name,log(Rgas_lerr),log(Rgas),log(Rgas_uerr),Re,Re_err,Mstar,Mstar_err,MH2,MH2_err,MHI,MHI_err,Mgas,Mgas_err,Mbar,Mbar_err,VRout,VRout_err,Rgas,Rgas_err
COS4_04519,0.013139167,0.425964757,0.013034156,2.442066731,0.067600463,40738027780,4073802778,68225224149,6796393210,8353049494,922457592.3,79334779977,6906241179,1.20E+11,89182925616,175.5497546,47.51471237,2.666642256,1.030591757
COS4_05656,0.004766286,0.398394352,0.004737797,2.384789229,0.023153293,47863009232,4786300923,51158760956,4390936678,6927585046,666830173.8,60372449067,4479608060,1.08E+11,77043495891,260.4191766,43.88058794,2.502616781,1.011002063
COS4_06487,0.019198502,0.535477083,0.019489629,4.00614663,0.0321134,75857757503,7585775750,63249759757,5403510410,8290628728,791251664.1,74276295965,5505033719,1.50E+11,1.06E+11,490.4689401,76.9281883,3.431445324,1.045548276
COS4_07901,0.022590105,0.877313681,0.02333275,5.513158982,0.111376949,6606934480,660693448,8257405351,663114610.4,1221594387,111269593.2,9882125886,679427406.1,16489060367,11887303953,53.85812695,19.85025866,7.538998916,1.054293639
COS4_08775,0.05825492,1.072503944,0.066679638,3.633863604,0.084903355,22387211386,2238721139,34308457763,3349831884,4326380616,469818191.6,40062543982,3407612275,62449755368,45893296504,92.85369082,29.284507,11.81691043,1.1547493
COS4_10344,0.017449073,0.473717528,0.018256961,2.370942994,0.086847729,9120108394,912010839.4,15827405161,1501395936,2171212669,231351968.3,18715118010,1532601674,27835226403,20819030218,96.70269153,13.10425436,2.976579784,1.041965177
COS4_11696,0.007342519,0.417872259,0.007308012,1.363559044,0.034740358,17782794100,1778279410,24439703437,2317494664,3248691592,344714598.8,28760463254,2362409075,46543257355,33814080094,157.7559096,32.62681836,2.617413023,1.0170101
COS4_12056,0.014154721,0.467760163,0.014451831,5.718108623,0.182492828,5128613840,512861384,8062460374,741580267.5,1129614290,117017279.6,9564847379,757735388,14693461219,10853063407,157.1075956,26.20910718,2.936027795,1.033482915
COS4_12476,0.018382625,0.552136657,0.019259559,1.936688609,0.043423511,11220184543,1122018454,17387306376,1625605293,2361962211,247753486.2,20528716116,1658665372,31748900659,23394886761,172.7717914,25.90598882,3.565633137,1.044290466
COS4_13038,0.010899764,0.648327613,0.010973869,3.030053801,0.069456821,20417379447,2041737945,25693638065,2424168669,3398565948,358597348.4,30213730775,2470639639,50631110222,36465585294,84.90256458,15.08111564,4.449668051,1.025502723
COS4_13701,0.012951607,0.71394819,0.01330939,4.082716026,0.101855701,43651583224,4365158322,65609976769,6513519265,8036634187,884524830.8,76298700238,6618904183,1.20E+11,87903085134,115.3342458,13.95828661,5.175450862,1.030695868
COS4_15820,0.044619492,0.981965514,0.049538922,4.146208592,0.068250347,25703957828,2570395783,39128894029,3783921478,4924857508,529576568,45678954516,3848915708,71382912343,52414314206,92.14622777,20.68511195,9.593244522,1.114515653
COS4_16172,0.019804121,0.906933239,0.020109398,7.151529606,0.041434123,54954087386,5495408739,61399486830,5397389061,8071417657,792914376.9,72134472314,5499449015,1.27E+11,90682599303,443.8030679,81.773387,8.07110949,1.047024362
COS4_16986,0.00688539,0.211957963,0.007100286,0.754384023,0.032101448,1318256739,131825673.9,2250517678,162366592.7,361810406.6,29956065.98,2731725519,167183315.4,4049982258,3033170806,96.34444237,20.19862622,1.629138336,1.016231964
COS4_17162,0.012419954,0.54365725,0.012279689,1.954552739,0.043434505,9549925860,954992586,16482057199,1552846464,2232282625,235869466,19450993090,1584217106,29000918950,21668922819,392.8901843,18.2180899,3.496690952,1.028844706
COS4_17519,0.008556615,0.400701182,0.008647941,3.402354627,0.052076857,23988329190,2398832919,36615746469,3490318465,4735828532,503533909.7,42914398417,3553986664,66902727607,49163864055,233.8127108,68.02062632,2.515945227,1.020004953
COS4_17628,0.012109748,0.747799537,0.012263658,4.360037149,0.024088603,58884365536,5888436554,56660177657,4782070107,7513189685,709355679.5,66652719938,4874246537,1.26E+11,88937919807,197.0392937,39.93928073,5.594992865,1.028458354
COS4_17657,0.015330859,0.626597538,0.015482835,3.884981247,0.024030812,20417379447,2041737945,23579130087,1943032153,3289682650,305143552.6,27954408012,1984963678,48371787458,34616734548,104.9187221,22.81194693,4.232505565,1.036112357
COS4_17808,0.015440415,0.616526679,0.015976438,3.310956348,0.043450871,52480746025,5248074602,66943567835,6398999687,8432255652,896345616.7,78158467852,6509100859,1.31E+11,94143373640,160.0778227,30.90442675,4.13548718,1.036832279
COS4_18064,0.026639949,0.610852401,0.027350659,1.867721672,0.026061233,8912509381,891250938.1,13638061082,1251442360,1853361456,190810700.9,16103031818,1276914787,25015541199,18404903075,237.8486481,34.4390831,4.081806386,1.064131868
COS4_18435,0.01446908,0.638621601,0.014574485,2.790076358,0.034659334,23442288153,2344228815,29529810927,2720826854,3901833649,402002252.3,34719249679,2772861931,58161537833,41892328321,176.8240273,34.01669741,4.351325789,1.034002969
COS4_18969,0.013545646,0.754170515,0.013503379,5.020475675,0.060591948,34673685045,3467368505,41394901031,3842182773,5383259629,557681833.1,48554636339,3913120536,83228321384,59664203209,52.41218508,14.51756389,5.677674819,1.031631307
COS4_19066,0.021564572,0.669012313,0.021827521,4.716431028,0.048456483,20892961309,2089296131,21945514794,1834448728,3049714765,286815292.1,26001635431,1873690791,46894596740,33355672341,304.5598802,34.05677358,4.666726109,1.051225933
COS4_19648,0.017185844,0.646372208,0.017240294,4.534905851,0.023951968,42657951880,4265795188,43233369122,3596613799,5829899055,543639991.1,50987134864,3668571845,93645086745,66478483589,246.7468055,30.43223875,4.429678517,1.040430488
COS4_19667,0.018040777,0.533089852,0.018831277,3.011829573,0.023966814,14454397707,1445439771,16309380996,1317240287,2316260080,211053706.7,19390006902,1346816716,33844404609,24184746861,198.5084214,55.69756666,3.412635087,1.043364863
COS4_19680,0.009065123,0.571268593,0.009114997,2.461574801,0.042440945,70794578438,7079457844,99922696215,9886580731,11993074786,1312662649,1.16E+11,10039543838,1.87E+11,1.36E+11,112.8620057,20.3592362,3.726220862,1.02115122
COS4_20449,0.016373635,0.786091344,0.016977557,3.466041951,0.069494575,10964781961,1096478196,15787994925,1472148061,2124350887,221979336.5,18613381604,1501460007,29578163566,21602879859,82.02594181,24.57055146,6.110705359,1.03914392
COS4_20595,0.014671801,0.48068838,0.014841351,2.545276033,0.034747796,12022644346,1202264435,17332993155,1599916113,2322447112,240110632.6,20421847813,1631476069,32444492160,23698013528,175.3227633,39.63451269,3.024742304,1.034562147
COS4_21570,0.022819157,0.683642465,0.024066376,2.274001709,0.033940324,19952623150,1995262315,29810379963,2858155424,3776304938,402894138,34832865530,2907952338,54785488680,40142691634,331.9220462,36.63722463,4.826612852,1.055463487
COS4_23070,0.011556251,0.556012133,0.011735085,2.077309574,0.015677808,2691534804,269153480.4,4790786459,361404103.5,746753008.7,64358427.07,5783967960,371402372.7,8475502764,6379548963,137.0283874,21.48288622,3.597593856,1.027177925
COS4_23890,0.016721334,0.782320343,0.017470291,7.961836746,0.04729804,67608297539,6760829754,57265289380,4721228299,7587527373,699721882.8,67356700786,4812075337,1.35E+11,95434831361,366.3191176,62.88965369,6.057875487,1.040150002
COS4_24738,0.015880455,0.528652399,0.016399376,2.711335064,0.130352647,10471285481,1047128548,14913165737,1425799357,2020973961,216713267.2,17601061106,1454640698,28072346586,20480360633,197.3085276,34.63398619,3.377943638,1.037862913
GS4_00984,0.016839163,0.572729789,0.017205548,4.543161605,0.142207694,3019951720,301995172,3490539649,225355324.2,547840877.4,40448250.65,4219168016,231687398,7239119736,5188592019,167.4600055,25.98934304,3.738778953,1.039973789
GS4_01962,0.01645654,0.525328478,0.016713429,1.552813611,0.051760454,2884031503,288403150.3,4092775257,349871173.6,602954344,58429995.46,4894704534,358397791,7778736037,5681176831,120.7975825,15.54751865,3.352188856,1.038926929
GS4_05881,0.011348743,0.665227955,0.011372208,6.824520221,0.106761448,6025595861,602559586.1,8788094736,735906114.3,1290391513,122438596.5,10504315448,753708007.2,16529911309,12109849236,384.5333477,43.97690863,4.626237829,1.026503597
GS4_09989,0.011555068,0.411388654,0.011735773,2.347220224,0.023472202,4466835922,446683592.2,6189477596,465167298.5,939564980.6,80373100.38,7439099020,477291753.7,11905934942,8677143389,100.9122079,18.30637839,2.578627762,1.02717734
GS4_10566,0.017271521,0.448934295,0.017621252,1.620214671,0.01644888,7943282347,794328234.7,9046959559,721498322.3,1309094516,118068351.6,10788055265,738389148.8,18731337612,13396935129,145.1091311,19.9063067,2.811475449,1.040989674
GS4_10784,0.019588347,0.520279101,0.020343463,2.844601594,0.060523438,12022644346,1202264435,16305006463,1497196364,2231261366,230071419.3,19272584079,1528145897,31295228425,22715115544,150.4170206,44.46144902,3.313439925,1.04704674
GS4_15836,0.013900725,0.403829274,0.014305807,3.119716719,0.034760075,37153522910,3715352291,48416911437,4557337096,6196676959,649807300.5,56658491792,4638559970,93812014702,67753737585,336.4282452,87.68466036,2.534132238,1.033007116
GS4_16776,0.009298802,0.537803487,0.0092661,1.972589061,0.026069459,11748975549,1174897555,18071265184,1670345760,2431380988,251842151.3,21305001899,1703598105,33053977448,24329848589,211.83885,46.27745711,3.449876015,1.021603685
GS4_16814,0.012854593,0.636449972,0.012944822,5.031352287,0.026069183,1.55E+11,15488166189,1.81E+11,17014488426,21705753317,2259599132,2.10E+11,17277859972,3.65E+11,2.61E+11,183.1142507,38.26891789,4.329621898,1.030148204
GS4_17069,0.011465957,0.471946572,0.01154014,1.965587826,0.008189949,15848931925,1584893192,19888927646,1634002582,2786238756,257799414.2,23594625191,1669588717,39443557116,28423493470,127.9073331,16.8595757,2.964466674,1.026840643
GS4_20651,0.010822134,0.419698787,0.010945187,1.497312925,0.017210493,15488166189,1548816619,21450140790,1938408483,2918430449,295945227.2,25331653287,1977967148,40819819476,29691344701,221.3139886,41.42870903,2.628444351,1.02537722
GS4_24110,0.02651825,0.857579058,0.027846866,4.907548517,0.00857963,77624711663,7762471166,1.13E+11,10322646338,13640844415,1379081240,1.31E+11,10484332909,2.09E+11,1.52E+11,204.0827238,52.83010637,7.204088814,1.064591675
GS4_27230,0.011185475,0.333839837,0.011384624,2.31294391,0.034650845,10964781961,1096478196,15070890102,1365562222,2064375155,210071599.9,17816509057,1393851454,28781291019,20920192123,99.98301961,10.89401186,2.156948805,1.026325362
GS4_29868,0.024942371,0.591036818,0.026397336,5.840959343,0.71849717,19054607180,1905460718,33354625434,3409832309,4221208447,480144667.1,38968832669,3469114676,58023439848,43377966461,154.2148147,42.74688525,3.899750458,1.060890261
GS4_30274,0.013161866,0.334155028,0.013566252,3.626139529,0.042262698,1.58E+11,15848931925,2.14E+11,21178637526,24760530577,2702067088,2.47E+11,21481380798,4.05E+11,2.93E+11,790.8943368,18.0593263,2.158514787,1.031250343
GS4_33103,0.142073043,1.507025399,0.153907665,31.86247097,0.14645671,89125093813,8912509381,76999981155,6490188394,9974470318,937928306.6,90266026677,6608983548,1.79E+11,1.27E+11,278.7172966,253.755958,32.1384849,1.406146807
GS4_33234,0.035658237,0.788713492,0.037731294,2.399388839,0.024907151,14125375446,1412537545,17358649576,1484912546,2430713935,234162401.2,20591499110,1517220368,34716874556,24970704177,109.0789593,16.55575925,6.147711692,1.08816813
GS4_33496,0.034449848,0.987938525,0.037061638,4.579546426,0.104278097,16982436525,1698243652,24480180994,2324986544,3238048467,343924521.4,28786785456,2369555894,45769221980,33422779166,69.77347574,17.09795378,9.726095407,1.085819673
GS4_35937,0.032211579,0.814645256,0.034517616,5.299187951,0.201234985,48977881937,4897788194,72259838783,7306370451,8731577159,977350451.3,83872836404,7421100123,1.33E+11,97126132454,80.56396915,18.76221861,6.525972755,1.079856702
GS4_37124,0.056741324,0.639704101,0.063759149,3.051148246,0.074823799,38904514499,3890451450,65103134495,6475464452,7901367129,870419285.8,75611952777,6578131277,1.15E+11,85033691271,438.7512438,109.9927554,4.36218521,1.148852864
GS4_41438,0.014313234,0.656719072,0.014647292,2.742138208,0.04284591,66069344801,6606934480,92407845653,9073830044,11215495244,1219715341,1.07E+11,9217700036,1.73E+11,1.26E+11,106.5668631,26.54775214,4.536480746,1.033904189
GS4_42235,0.022243396,0.601270464,0.022932973,3.142572917,0.091450535,13803842646,1380384265,24787893876,2428276447,3145863846,343000203.1,28971892792,2470756173,42775735438,32092314403,307.0541626,58.47700669,3.992734788,1.053387889
GS4_43501,0.012725923,0.767294291,0.01306638,5.083532015,0.05213879,39810717055,3981071706,52243336496,4920904849,6649408435,697324159.9,61087049714,5007539474,1.01E+11,72914476171,265.0800572,84.56079577,5.851864893,1.030139843
GS4_43891,0.037773962,0.938413748,0.04171541,6.529383669,0.057855298,20417379447,2041737945,25036553521,2165609391,3451241954,335526559.2,29626705320,2211109085,50044084767,35980703879,339.9805119,71.09178871,8.677882148,1.095845069
U4_06203,0.017031947,0.892461268,0.017152835,4.794138269,0.054127368,38904514499,3890451450,32222377399,2620412271,4404132286,402125980.3,38079873340,2674434704,76984387839,54439305672,189.7236924,17.17425552,7.806588152,1.040141429
U4_07799,0.111234809,1.659120201,0.077356337,5.435157077,0.093041205,15848931925,1584893192,14807896317,1174479108,2112520547,189139653,17617548645,1201116757,33466480570,23697397819,207.5580503,33.90709552,45.61631516,1.243442876
U4_10403,0.005973972,0.433883142,0.005954949,2.114016136,0.034656002,18197008586,1819700859,24787489571,2300988165,3314408595,344526012.1,29195653002,2346169588,47392661588,34402285908,108.3710474,21.38329355,2.715708437,1.013828418
U4_12280,0.009454785,0.424705618,0.009193535,2.434703163,0.030721806,58884365536,5888436554,48330491944,4065049946,6489242447,611489249.6,56961184399,4145606899,1.16E+11,81926461126,506.3993793,99.12370713,2.658922125,1.02170185
U4_16101,0.009930053,0.249936368,0.010402536,0.703552076,0.026057484,6918309709,691830970.9,12199783027,1155181304,1676537319,178357515.4,14429577661,1179285816,21347887370,16002366097,1006.512855,49.92444032,1.778018881,1.023685045
U4_18696,0.009113236,0.50985529,0.009196291,2.548909325,0.048244341,9120108394,912010839.4,12115763442,1021510207,1756707796,167547002.2,14452184810,1045533194,23572293204,17089237048,141.9796912,20.02881903,3.234858514,1.021303371
U4_19575,0.007905877,0.496948006,0.007867156,3.31239187,0.032003786,18197008586,1819700859,20195000742,1673222259,2834460228,264548865.5,23964832845,1709816114,42161841431,30090602101,121.1618228,32.70555638,3.140132734,1.018325261
U4_19708,0.015683815,0.731032773,0.015982371,6.853139566,0.10423026,1.82E+11,18197008586,2.06E+11,20396915186,24500265048,2679344854,2.39E+11,20705865971,4.21E+11,3.00E+11,437.1081509,156.2001421,5.383104027,1.037129813
U4_20987,0.020878219,0.74289951,0.02183869,2.70124941,0.048236597,5370317964,537031796.4,7855564057,643318089.6,1170295808,108807174.3,9412057482,659393792.5,14782375446,10836380442,105.4717133,20.98923257,5.532220867,1.050409692
U4_21424,0.021621781,0.651780038,0.023173548,6.245795904,0.138988504,18197008586,1819700859,23844074977,2260962916,3134027642,332097724.2,28012331742,2303702095,46209340328,33403919696,347.7644653,41.97088793,4.485181666,1.052927232
U4_21533,0.011059219,0.49156303,0.011587584,5.870644144,0.064512573,1.29E+11,12882495517,99988470018,8912702863,12779507996,1268870167,1.17E+11,9071067029,2.46E+11,1.74E+11,150.7242791,28.57216268,3.101437473,1.026416162
U4_22575,0.008538051,0.450717744,0.008735157,1.633216447,0.060811251,14125375446,1412537545,19804964827,1902438690,2634618708,283218858.2,23309007709,1939371447,37434383155,27255019205,102.0435349,17.07884416,2.82304463,1.020085596
U4_25158,0.011436992,0.39570886,0.01159685,2.675536055,0.095554859,7413102413,741310241.3,12071426271,1139088407,1654526356,175352247.2,14271946324,1162718050,21685048737,16082367340,219.3396868,23.67538492,2.487189408,1.026873458
U4_25264,0.011449793,0.539263421,0.011387404,2.206284912,0.060803127,6918309709,691830970.9,9552617253,872815023.9,1326828426,136386139.5,11317299060,891464913.2,18235608769,13264398487,72.52030085,17.09914447,3.461492708,1.02664099
U4_26264,0.014656866,0.522714076,0.014854017,1.40803791,0.059375093,9120108394,912010839.4,14470938084,1405807363,1898009954,206001170.8,16995291323,1432257043,26115399717,19287724186,70.57668032,15.98609549,3.332069687,1.034559452
U4_26875,0.008346873,0.255669748,0.008492801,2.090445666,0.043191026,1.51E+11,15135612484,1.50E+11,14792271657,18358057155,2005121984,1.75E+11,15030741442,3.26E+11,2.31E+11,703.1342715,113.8945624,1.801647189,1.019576562
U4_28358,0.011761234,0.401026376,0.012292075,3.845701475,0.077953408,91201083936,9120108394,99838135384,9739396344,12426359338,1346264883,1.16E+11,9902618192,2.08E+11,1.48E+11,399.5091362,63.22707536,2.517829836,1.028079587
U4_28931,0.018428816,0.74464915,0.018661794,2.963335973,0.069521079,8128305162,812830516.2,11711006372,1081255500,1604829713,166414809.9,13845429890,1103676210,21973735052,16055070029,119.6310333,22.29782027,5.554553448,1.043627035
U4_30029,0.010168726,0.309882251,0.010370481,1.182921494,0.02590339,5754399373,575439937.3,7695140390,676828481.9,1093569260,108523151.7,9149587506,692047407.8,14903986879,10808703145,123.7120409,18.72626729,2.04118445,1.023928462
U4_31577,0.009064813,0.571756239,0.009103007,4.498911518,0.060796102,1.17E+11,11748975549,1.41E+11,13744511455,17294895154,1862597705,1.64E+11,13965972476,2.82E+11,2.02E+11,297.3925321,50.55243642,3.730407189,1.021136759
U4_32491,0.022998231,1.040328925,0.024113678,6.162710183,0.100520994,4677351413,467735141.3,6435232347,490593161.6,977943474.6,84872239.92,7735897168,503411921.3,12413248581,9040006705,163.4623449,27.28503003,10.97308958,1.055738386
U4_33182,0.019004428,0.628096365,0.020194467,3.119403907,0.056277906,41686938347,4168693835,30483558071,2592652335,4105782581,391370763.8,35944248903,2644388482,77631187250,55043526940,119.406143,23.038934,4.247137931,1.046164201
U4_34173,0.018539652,0.756917089,0.018639175,3.848675081,0.048008421,19054607180,1905460718,21363066555,1802959077,2991628231,284335813.8,25341932103,1842192020,44396539283,31706333397,163.0007648,37.84274525,5.713695462,1.043733004
U4_34545,0.010876617,0.517675193,0.010875252,2.763797157,0.057750985,3388441561,338844156.1,4966888773,400605561.6,749767100.6,68778499.13,5964079017,410916737.9,9352520578,6859429621,183.380723,43.35120543,3.293632905,1.025358969
U4_36227,0.012043603,0.486822351,0.01216095,3.174173681,0.030742602,6025595861,602559586.1,8730174432,677845277.8,1311421983,115731927.3,10474365669,695101901.3,16499961530,12083879412,73.4232698,16.09380891,3.067766853,1.028258434
